link_to_game_page
https://store.steampowered.com/app/730/CounterStrike_Global_Offensive/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1172470/Apex_Legends/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1174180/Red_Dead_Redemption_2/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1085660/Destiny_2/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1938090/Call_of_Duty_Modern_Warfare_II/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/578080/PUBG_BATTLEGROUNDS/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/2050650/Resident_Evil_4/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1326470/Sons_Of_The_Forest/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/271590/Grand_Theft_Auto_V/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1527950/Wartales/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/236390/War_Thunder/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/990080/Hogwarts_Legacy/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1811260/EA_SPORTS_FIFA_23/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1172620/Sea_of_Thieves_2023_Edition/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/252490/Rust/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1091500/Cyberpunk_2077/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/570/Dota_2/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/238960/Path_of_Exile/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/381210/Dead_by_Daylight/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/230410/Warframe/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1562430/DREDGE/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/359550/Tom_Clancys_Rainbow_Six_Siege/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/306130/The_Elder_Scrolls_Online/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/548430/Deep_Rock_Galactic/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1446780/MONSTER_HUNTER_RISE/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1245620/ELDEN_RING/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1142710/Total_War_WARHAMMER_III/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/2167580/Summoners_War_Chronicles/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/534380/Dying_Light_2_Stay_Human/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1222670/The_Sims_4/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1919590/NBA_2K23/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1929610/Demonologist/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1432860/Sun_Haven/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1203220/NARAKA_BLADEPOINT/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1449850/YuGiOh_Master_Duel/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1551360/Forza_Horizon_5/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/39210/FINAL_FANTASY_XIV_Online/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/440/Team_Fortress_2/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/552520/Far_Cry_5/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1293830/Forza_Horizon_4/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1145360/Hades/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/962130/Grounded/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1466860/Age_of_Empires_IV_Anniversary_Edition/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1248130/Farming_Simulator_22/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/739630/Phasmophobia/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/108600/Project_Zomboid/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1144200/Ready_or_Not/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/236850/Europa_Universalis_IV/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/255710/Cities_Skylines/?snr=1_7_7_230_150_1
https://store.steampowered.com/app/1086940/Baldurs_Gate_3/?snr=1_7_7_230_150_1
