Game URL,Vote_precentage
https://www.roblox.com/games/3194820651/Adventure-Up?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=3194820651&position=1408&universeId=1153781324,93%
https://www.roblox.com/games/7164685699/Horror-Hospital?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7164685699&position=1409&universeId=2780345224,42%
https://www.roblox.com/games/8518229130/Petals?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8518229130&position=1410&universeId=3251383064,97%
https://www.roblox.com/games/7215841186/Pet-Simulator-Z?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7215841186&position=1411&universeId=2807923929,21%
https://www.roblox.com/games/2045329387/Horror-Stories-Darkness?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=2045329387&position=1412&universeId=721146906,65%
https://www.roblox.com/games/460438777/Fort-Lemont-French-Army-Headquarters?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=460438777&position=1413&universeId=176316136,70%
https://www.roblox.com/games/3149666724/Warrior-Cats-Roleplay-Mountain-Territory?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=3149666724&position=1414&universeId=1137070253,78%
https://www.roblox.com/games/9246175521/DtS-NP-Development-Testing-Place?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9246175521&position=1415&universeId=3464172496,93%
https://www.roblox.com/games/4594615567/Amanda-The-Adventurer?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4594615567&position=1416&universeId=1497825222,77%
https://www.roblox.com/games/6485510592/Project-Sentries-Reborn?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6485510592&position=1417&universeId=2424325641,96%
https://www.roblox.com/games/27428457/Medieval-RP-Sorcerers-Awakening?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=27428457&position=1418&universeId=36461862,90%
https://www.roblox.com/games/4976274504/Space-STORY?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4976274504&position=1419&universeId=1711811255,66%
https://www.roblox.com/games/10179753298/Celebrity-STORY?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=10179753298&position=1420&universeId=3734366305,91%
https://www.roblox.com/games/4693424588/Zombie-Task-Force?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4693424588&position=1421&universeId=1554154382,85%
https://www.roblox.com/games/7422946542/The-Roleplay-Location?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7422946542&position=1422&universeId=2892278331,84%
https://www.roblox.com/games/9531918774/INFECTION-mid-eastern-conflict-sim?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9531918774&position=1423&universeId=3550555214,75%
https://www.roblox.com/games/8242918179/Teraphobia-Horror?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8242918179&position=1424&universeId=3162716377,41%
https://www.roblox.com/games/5534891288/Project-SCP-VR-SUPPORT?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5534891288&position=1425&universeId=1934496708,80%
https://www.roblox.com/games/4655787747/Attack-on-Albert-STORY?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4655787747&position=1426&universeId=1536766499,83%
https://www.roblox.com/games/8034151318/Sussy-Vibe-EVENT-Hangout?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8034151318&position=1427&universeId=3097841351,33%
https://www.roblox.com/games/6727486195/The-Severance?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6727486195&position=1428&universeId=2543783628,96%
https://www.roblox.com/games/8906378074/HALF-LIFE-City-8-Roleplay?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8906378074&position=1429&universeId=3365197759,90%
https://www.roblox.com/games/5068210454/Brawl-Stars-Elevator?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5068210454&position=1430&universeId=1754168328,42%
https://www.roblox.com/games/10225250058/Amanda-the-Adventurer-CHAPTER-2?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=10225250058&position=1431&universeId=3746711652,85%
https://www.roblox.com/games/7517400353/Babysitter-STORY?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7517400353&position=1432&universeId=2924723033,86%
https://www.roblox.com/games/8035705166/Eternal-Insolence-CHAPTER-3-SOON?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8035705166&position=1433&universeId=3098293383,81%
https://www.roblox.com/games/8990375062/Ride-a-Speeding-Box-Down-a-Slide-VC-POPPY?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8990375062&position=1434&universeId=3388852102,69%
https://www.roblox.com/games/4858515647/Update-Slayers-Legacy-Alpha?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4858515647&position=1435&universeId=1651996735,81%
https://www.roblox.com/games/4984691717/UPDATE-FNAF-Security-Breach-Morphs?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4984691717&position=1436&universeId=1715762989,87%
https://www.roblox.com/games/2602644507/CAVERNS-Clone-Wars-Enrage?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=2602644507&position=1437&universeId=933362791,85%
https://www.roblox.com/games/9297627871/Faith?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9297627871&position=1438&universeId=3480116337,80%
https://www.roblox.com/games/7223389989/Poppy-Playtime-RP-New-Begin?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7223389989&position=1439&universeId=2812134100,79%
https://www.roblox.com/games/8597349706/Chapter-2-Before-Truth-Horror?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8597349706&position=1440&universeId=3274669156,91%
https://www.roblox.com/games/9809937613/After-The-Flash-Deep-Six-R?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9809937613&position=1441&universeId=3629522139,76%
https://www.roblox.com/games/9620452249/READ-DESC?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9620452249&position=1442&universeId=3577864181,81%
https://www.roblox.com/games/6063500569/RAID-NSA-Academy-Roleplay?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6063500569&position=1443&universeId=2198584467,67%
https://www.roblox.com/games/6404739358/Dont-Press-The-Button-6-Rainbow-Coil?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6404739358&position=1444&universeId=2380763573,71%
https://www.roblox.com/games/1225413792/Suicide-Squad-Roleplay-Room?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=1225413792&position=1445&universeId=498874838,70%
https://www.roblox.com/games/8375834572/Romania-Country-Roleplay-INTRA-PE-JOC-DESCRIPTION?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8375834572&position=1446&universeId=3206415282,78%
https://www.roblox.com/games/8632173874/Survive-Ben-The-Killer?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8632173874&position=1447&universeId=3285526503,73%
https://www.roblox.com/games/9240400684/Naval-warfare-at-home?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9240400684&position=1448&universeId=3462440223,62%
https://www.roblox.com/games/6505618805/Poppy-PlayTime-Chapter-1?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6505618805&position=1449&universeId=2434888034,29%
https://www.roblox.com/games/4762075242/Huggy-Wuggy-Tycoon?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4762075242&position=1450&universeId=1596211976,56%
https://www.roblox.com/games/7975886918/Spatial-Voice-Chat-FOR-ALL?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7975886918&position=1451&universeId=3080835484,44%
https://www.roblox.com/games/5096887998/Undertale-AU-Sans-Paper-RP?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5096887998&position=1452&universeId=1766065704,79%
https://www.roblox.com/games/5783393410/Among-Us-OC-RP?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5783393410&position=1453&universeId=2052036866,77%
https://www.roblox.com/games/4918089878/School-Story?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4918089878&position=1454&universeId=1683467899,57%
https://www.roblox.com/games/5136557097/Dark-Wood-Horror?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5136557097&position=1455&universeId=1785849245,93%
https://www.roblox.com/games/9312904850/Guess-the-THING-Roblox-Bedwars?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9312904850&position=1456&universeId=3484702254,80%
https://www.roblox.com/games/10078173461/Find-Sonic-Prime-Morphs?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=10078173461&position=1457&universeId=3705612100,90%
https://www.roblox.com/games/6282097260/BIG-UPDATE-Fallout-Vault-52?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6282097260&position=1458&universeId=2315730036,53%
https://www.roblox.com/games/7859530141/Hello-Neighbor?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7859530141&position=1459&universeId=3041050507,44%
https://www.roblox.com/games/9103090927/GOLDEN-MR-BANANA-CODE-REVEALED-Stumble-Buddies?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9103090927&position=1460&universeId=3421202304,51%
https://www.roblox.com/games/5278745011/Five-Nights-at-Freddys-2-Remake?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5278745011&position=1461&universeId=1848654723,94%
https://www.roblox.com/games/6729732023/Friday-night-ROLEPLAY-UPDATES?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6729732023&position=1462&universeId=2544984113,62%
https://www.roblox.com/games/4670761204/Submerged-STORY?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4670761204&position=1463&universeId=1543796043,73%
https://www.roblox.com/games/6490128943/Dont-Press-The-Button?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6490128943&position=1464&universeId=2426935057,61%
https://www.roblox.com/games/8481378334/NEW-UPDATE-Fnaf-Security-Breach-RP?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8481378334&position=1465&universeId=3239942140,48%
https://www.roblox.com/games/5706265134/Birthday-Party-STORY?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5706265134&position=1466&universeId=2019904869,67%
https://www.roblox.com/games/9091635946/unnamed?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9091635946&position=1467&universeId=3417891136,41%
https://www.roblox.com/games/6708583166/SKYWARS-2?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6708583166&position=1468&universeId=2533261930,37%
https://www.roblox.com/games/5914650859/UTTBF-A-New-Menace-UPDATE-1-5?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5914650859&position=1469&universeId=2120376679,61%
https://www.roblox.com/games/3584578061/Sonic-Tycoon?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=3584578061&position=1470&universeId=1260501437,66%
https://www.roblox.com/games/8884296376/Back-again?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8884296376&position=1471&universeId=3359468156,55%
https://www.roblox.com/games/8595848797/UPDATE-RP-Fnaf-Security-Breach-Roleplay?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8595848797&position=1472&universeId=3274230317,48%
https://www.roblox.com/games/3619342762/F3X-Building-Crystal-Tokyo?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=3619342762&position=1473&universeId=1268154640,57%
https://www.roblox.com/games/5632524526/Saving-Christmas-STORY?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5632524526&position=1474&universeId=1976464109,81%
https://www.roblox.com/games/5553679165/CANCELLED-UT-Multiverse-Tycoon-3-4?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5553679165&position=1475&universeId=1940785581,83%
https://www.roblox.com/games/424330637/World-Of-Tanks?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=424330637&position=1476&universeId=160990292,56%
https://www.roblox.com/games/8762603111/Jennas-Story?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8762603111&position=1477&universeId=3324748687,82%
https://www.roblox.com/games/7291631441/l-SMB2-My-Take-l?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7291631441&position=1478&universeId=2846250201,68%
https://www.roblox.com/games/6009166973/The-Stevely-Parable?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6009166973&position=1479&universeId=2170265037,95%
https://www.roblox.com/games/9142940076/13-Five-Nights-at-Freddys-1-DooM?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9142940076&position=1480&universeId=3433036139,78%
https://www.roblox.com/games/9468256236/The-Fnaf-Overnight-Reborn-Beta?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9468256236&position=1481&universeId=3531287324,72%
https://www.roblox.com/games/5940655121/THE-SPOOKY-Elevator?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5940655121&position=1482&universeId=2134270995,43%
https://www.roblox.com/games/7433598582/SACRIFICE-Button-Simulator-Carrot?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7433598582&position=1483&universeId=2896151492,73%
https://www.roblox.com/games/8026779622/BrookhavenRP-Wednesday-Rainbow-Friends?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8026779622&position=1484&universeId=3095647792,22%
https://www.roblox.com/games/8914062129/Find-The-Poppy-Pets-Playtime?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8914062129&position=1485&universeId=3367315739,79%
https://www.roblox.com/games/5169700283/Terraria-Journeys-End-RPG?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5169700283&position=1486&universeId=1801993030,75%
https://www.roblox.com/games/6185292331/War-Universalis-III?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6185292331&position=1487&universeId=2264807677,82%
https://www.roblox.com/games/7215049423/Toca-Life-City?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7215049423&position=1488&universeId=2807485489,68%
https://www.roblox.com/games/9667194091/CANDY-Find-The-Amogus-Morphs-53?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9667194091&position=1489&universeId=3590742792,58%
https://www.roblox.com/games/7258180140/RAID-Philippine-Army?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7258180140&position=1490&universeId=2830563147,80%
https://www.roblox.com/games/590744701/RBLXWare?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=590744701&position=1491&universeId=236942121,71%
https://www.roblox.com/games/3173458677/Draw-It?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=3173458677&position=1492&universeId=1145933142,84%
https://www.roblox.com/games/8198401755/Lifting-Heroes-SAKURA?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8198401755&position=1493&universeId=3148406654,90%
https://www.roblox.com/games/6490605292/Poppy-Playtime-Huggy-Wuggy-Survival?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6490605292&position=1494&universeId=2427193891,53%
https://www.roblox.com/games/9646947797/unnamed?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9646947797&position=1495&universeId=3585195361,84%
https://www.roblox.com/games/8842533697/Fnaf-Security-Breach-DEMO-V3-1?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8842533697&position=1496&universeId=3347952216,62%
https://www.roblox.com/games/4691401390/The-Vast-Realm?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=4691401390&position=1497&universeId=1553068331,81%
https://www.roblox.com/games/1758637662/Sonic-Roblox-Blast?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=1758637662&position=1498&universeId=654797300,79%
https://www.roblox.com/games/7914985820/Siege-Of-Pensacola-1781?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7914985820&position=1499&universeId=3062267311,63%
https://www.roblox.com/games/3959325378/50-CAL-SNIPER-Gun-Masters?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=3959325378&position=1500&universeId=1336033529,70%
https://www.roblox.com/games/3450529536/Sacrifice-Sanctuary-ALPHA?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=3450529536&position=1501&universeId=1228510562,76%
https://www.roblox.com/games/5115314685/Legendary-Bizarre-Adventures?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5115314685&position=1502&universeId=1775154076,65%
https://www.roblox.com/games/8051275107/Countryball-Universe-RP?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8051275107&position=1503&universeId=3103176268,69%
https://www.roblox.com/games/6774920064/Jelly-Shift?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=6774920064&position=1504&universeId=2568762089,78%
https://www.roblox.com/games/3163560379/2x-EXP-Hero-Academia-Final-Ember?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=3163560379&position=1505&universeId=1141859448,81%
https://www.roblox.com/games/8421805502/40k-visits-Button-Simulator-Business?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8421805502&position=1506&universeId=3221686792,65%
https://www.roblox.com/games/7073069564/MGDWare-S7?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=7073069564&position=1507&universeId=2728433149,96%
https://www.roblox.com/games/8246090376/Chillin-in-a-Friday-Night-RP?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=8246090376&position=1508&universeId=3163813656,44%
https://www.roblox.com/games/9237503978/SALE-Escape-Work-STORY?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=9237503978&position=1509&universeId=3461615564,65%
https://www.roblox.com/games/5066705495/Blox-Craft?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=5066705495&position=1510&universeId=1753508795,67%
https://www.roblox.com/games/609958684/Five-Nights-at-Freddys-2?gameSearchSessionInfo=17ad17e6-267e-407f-960b-6d3eff6ebb15&isAd=false&nativeAdData=&numberOfLoadedTiles=5989&page=searchPage&placeId=609958684&position=1511&universeId=247739510,74%
